1038,Zooming Out With Two Fingers
1050,Swiping Right
1051,Doing other things
1053,Doing other things
1054,Swiping Left
1055,Pushing Hand Away
1056,Doing other things
1061,Thumb Down
1063,Drumming Fingers
1064,Swiping Down
1065,Swiping Left
1066,Pulling Hand In
1067,Swiping Up
1070,Stop Sign
1071,Thumb Down
1072,Drumming Fingers
1075,Swiping Right
1081,Thumb Down
1087,Swiping Right
1088,Zooming Out With Two Fingers
1090,Zooming Out With Two Fingers
1092,Swiping Up
1093,Doing other things
1102,Rolling Hand Backward
1105,Rolling Hand Forward
1109,Zooming In With Two Fingers
1112,Shaking Hand
1113,Swiping Up
1122,Shaking Hand
1125,Pulling Hand In
1138,Sliding Two Fingers Up
1140,Pushing Two Fingers Away
1141,Doing other things
1143,Zooming In With Two Fingers
1145,Swiping Down
1147,Pushing Two Fingers Away
1148,Drumming Fingers
1150,Zooming In With Two Fingers
1152,Zooming Out With Full Hand
1157,Thumb Up
1165,Turning Hand Clockwise
1166,Pulling Two Fingers In
1167,Doing other things
1173,Stop Sign
1180,Sliding Two Fingers Right
1183,Pulling Hand In
1188,Rolling Hand Forward
1189,Pushing Hand Away
1191,Shaking Hand
1193,Zooming In With Full Hand
1199,Zooming In With Full Hand
1200,Turning Hand Clockwise
1204,Stop Sign
1207,Pushing Two Fingers Away
1208,No gesture
1209,Rolling Hand Backward
1210,Zooming Out With Two Fingers
1221,Rolling Hand Backward
1224,Zooming Out With Two Fingers
1226,Rolling Hand Backward
1229,Doing other things
1238,Swiping Left
1239,Swiping Down
1240,Thumb Down
1242,Swiping Right
1248,Swiping Up
1250,Sliding Two Fingers Up
1253,Thumb Down
1256,Zooming Out With Two Fingers
1261,Zooming Out With Full Hand
1262,Zooming Out With Two Fingers
1265,Sliding Two Fingers Down
1266,Sliding Two Fingers Up
1269,Zooming Out With Two Fingers
1274,No gesture
1276,Pushing Hand Away
1277,Sliding Two Fingers Left
1278,Swiping Down
1282,No gesture
1285,No gesture
1289,Sliding Two Fingers Left
1292,Swiping Down
1297,Thumb Down
1308,Sliding Two Fingers Down
1311,Zooming In With Full Hand
1312,Sliding Two Fingers Up
1315,Rolling Hand Forward
1316,Turning Hand Counterclockwise
1318,Zooming Out With Full Hand
1320,Sliding Two Fingers Down
1321,Doing other things
1326,No gesture
1329,Zooming In With Two Fingers
1335,Shaking Hand
1336,Zooming In With Two Fingers
1338,Swiping Right
1342,Pushing Two Fingers Away
1350,Doing other things
1354,Doing other things
1355,Rolling Hand Backward
1356,Pulling Two Fingers In
1359,Rolling Hand Forward
1363,Zooming In With Two Fingers
1370,Swiping Right
1374,Turning Hand Counterclockwise
1376,Zooming Out With Two Fingers
1380,Thumb Up
1383,No gesture
1385,Drumming Fingers
1386,Turning Hand Clockwise
1390,Turning Hand Clockwise
1393,No gesture
1394,Drumming Fingers
1395,Pulling Hand In
1396,Doing other things
1397,Sliding Two Fingers Down
1398,Sliding Two Fingers Right
1400,Swiping Up
1402,Zooming Out With Two Fingers
1403,Swiping Down
1407,Pushing Hand Away
1410,Rolling Hand Forward
1411,Doing other things
1415,Zooming Out With Full Hand
1419,Zooming Out With Full Hand
1420,Pushing Hand Away
1421,Sliding Two Fingers Down
1422,Doing other things
1425,Swiping Down
1431,Drumming Fingers
1432,Thumb Up
1434,Doing other things
1436,Doing other things
1438,Shaking Hand
1439,Pushing Two Fingers Away
1452,Pulling Hand In
1457,Doing other things
1460,No gesture
1461,Swiping Left
1476,Swiping Right
1477,Shaking Hand
1478,Thumb Up
1481,Swiping Right
1482,Shaking Hand
1483,Swiping Up
1487,Zooming Out With Two Fingers
1489,Zooming In With Full Hand
1492,Sliding Two Fingers Right
1494,Turning Hand Counterclockwise
1501,No gesture
1506,Drumming Fingers
1507,Pushing Hand Away
1509,Sliding Two Fingers Right
1510,Zooming In With Full Hand
1515,Swiping Up
1517,Sliding Two Fingers Left
1521,Doing other things
1524,Sliding Two Fingers Left
1525,Sliding Two Fingers Left
1526,Pulling Hand In
1527,Stop Sign
1532,Sliding Two Fingers Right
1533,Doing other things
1536,Pulling Hand In
1537,Zooming Out With Two Fingers
1542,Swiping Left
1543,Doing other things
1547,Sliding Two Fingers Right
1548,Turning Hand Counterclockwise
1552,Doing other things
1554,Sliding Two Fingers Left
1555,Zooming Out With Two Fingers
1556,Rolling Hand Forward
1558,Doing other things
1559,Pushing Two Fingers Away
1560,Swiping Right
1561,Sliding Two Fingers Up
1562,Turning Hand Clockwise
1563,Zooming Out With Two Fingers
1564,Swiping Down
1565,Zooming In With Two Fingers
1567,Doing other things
1571,Swiping Down
1577,Thumb Down
1581,Rolling Hand Backward
1582,Swiping Down
1588,Doing other things
1594,Thumb Down
1597,Doing other things
1601,Zooming Out With Full Hand
1604,Shaking Hand
1607,Swiping Up
1611,Sliding Two Fingers Left
1616,Thumb Up
1617,Zooming In With Full Hand
1622,Rolling Hand Backward
1628,Pulling Two Fingers In
1629,Doing other things
1636,Rolling Hand Backward
1641,Swiping Up
1642,Rolling Hand Backward
1644,Zooming Out With Full Hand
1648,Thumb Up
1649,Pushing Hand Away
1651,Zooming In With Two Fingers
1652,Zooming Out With Full Hand
1653,Doing other things
1654,Zooming Out With Two Fingers
1661,Pushing Two Fingers Away
1667,Thumb Down
1668,Turning Hand Clockwise
1670,Pulling Two Fingers In
1671,Doing other things
1672,Pulling Two Fingers In
1675,Drumming Fingers
1677,Sliding Two Fingers Left
1678,Pushing Two Fingers Away
1681,Sliding Two Fingers Up
1687,Zooming Out With Full Hand
1689,Pushing Hand Away
1693,Doing other things
1695,Swiping Right
1697,Stop Sign
1702,Sliding Two Fingers Left
1703,Swiping Up
1709,Pulling Two Fingers In
1712,Zooming Out With Two Fingers
1717,Doing other things
1720,Rolling Hand Backward
1724,Swiping Left
1729,Turning Hand Counterclockwise
1730,Pulling Two Fingers In
1731,Zooming Out With Full Hand
1733,Zooming Out With Two Fingers
1742,Zooming In With Two Fingers
1743,Swiping Left
1747,Doing other things
1749,Thumb Down
1750,Doing other things
1756,Thumb Up
1758,Swiping Down
1759,Doing other things
1765,No gesture
1766,Shaking Hand
1769,Pulling Hand In
1772,Shaking Hand
1773,Swiping Left
1780,Pushing Two Fingers Away
1781,Swiping Up
1787,Swiping Up
1788,Pushing Two Fingers Away
1789,Turning Hand Counterclockwise
1790,Rolling Hand Backward
1794,Swiping Up
1795,Swiping Down
1796,Pulling Hand In
1801,Swiping Down
1803,Pulling Two Fingers In
1804,Doing other things
1809,Pushing Two Fingers Away
1820,Thumb Up
1821,Rolling Hand Backward
1828,Swiping Left
1829,Zooming Out With Full Hand
1831,Sliding Two Fingers Down
1834,Doing other things
1835,Thumb Up
1836,Swiping Right
1838,Pushing Two Fingers Away
1842,Pushing Two Fingers Away
1844,Rolling Hand Forward
1845,Doing other things
1855,Zooming Out With Full Hand
1858,Doing other things
1866,Thumb Up
1869,Zooming In With Two Fingers
1870,Turning Hand Clockwise
1878,Stop Sign
1883,Swiping Down
1885,Pulling Hand In
1893,Sliding Two Fingers Left
1896,Shaking Hand
1899,Zooming In With Two Fingers
1904,No gesture
1908,Turning Hand Counterclockwise
1909,Zooming In With Two Fingers
1913,Doing other things
1915,Swiping Down
1916,Thumb Down
1917,Sliding Two Fingers Right
1918,Zooming Out With Full Hand
1922,Sliding Two Fingers Up
1923,Pulling Hand In
1924,Stop Sign
1925,Zooming Out With Two Fingers
1933,Thumb Down
1935,Rolling Hand Backward
1937,Rolling Hand Backward
1939,Pulling Hand In
1940,No gesture
1941,Shaking Hand
1942,Turning Hand Clockwise
1944,No gesture
1949,Thumb Down
1954,Swiping Down
1957,Sliding Two Fingers Left
1959,Swiping Up
1963,Swiping Up
1964,Sliding Two Fingers Left
1965,Thumb Up
1966,Sliding Two Fingers Down
1967,Pushing Hand Away
1968,Rolling Hand Backward
1973,Sliding Two Fingers Left
1984,Thumb Up
1985,Swiping Up
1989,Swiping Up
1996,Shaking Hand
1999,Rolling Hand Forward
2000,Zooming In With Full Hand
2002,Doing other things
2009,Swiping Right
2011,Sliding Two Fingers Down
2018,Thumb Up
2020,Thumb Up
2021,Zooming In With Full Hand
2022,Swiping Left
2023,Zooming Out With Two Fingers
2025,Zooming Out With Full Hand
2028,Rolling Hand Forward
2029,Swiping Left
2034,Thumb Up
2037,Rolling Hand Forward
2038,Sliding Two Fingers Down
2041,Swiping Down
2046,Sliding Two Fingers Right
2048,Rolling Hand Backward
2049,Zooming In With Two Fingers
2051,Swiping Up
2057,Zooming Out With Two Fingers
2058,Pushing Two Fingers Away
2059,Zooming In With Two Fingers
2063,Sliding Two Fingers Right
2066,No gesture
2067,Doing other things
2071,Doing other things
2074,Thumb Up
2089,Rolling Hand Backward
2091,Pushing Two Fingers Away
2096,Pushing Hand Away
2098,Pulling Two Fingers In
2100,Pulling Two Fingers In
2102,Sliding Two Fingers Up
2106,Swiping Left
2107,Rolling Hand Forward
2112,Pushing Two Fingers Away
2113,Pulling Two Fingers In
2117,Zooming Out With Two Fingers
2118,Drumming Fingers
2121,Doing other things
2124,Doing other things
2127,Swiping Up
2134,Rolling Hand Backward
2137,Zooming Out With Full Hand
2139,Zooming In With Full Hand
2141,Pushing Hand Away
2142,Pushing Two Fingers Away
2143,Doing other things
2144,No gesture
2146,Thumb Down
2149,Shaking Hand
2150,Swiping Down
2151,Rolling Hand Forward
2153,Sliding Two Fingers Right
2156,Sliding Two Fingers Down
2159,Pushing Two Fingers Away
2162,Zooming In With Full Hand
2163,Swiping Right
2169,Zooming Out With Full Hand
2170,Pulling Hand In
2171,Rolling Hand Backward
2172,Stop Sign
2174,Turning Hand Clockwise
2177,Rolling Hand Forward
2182,Pushing Two Fingers Away
2188,Zooming Out With Full Hand
2189,Thumb Down
2192,Sliding Two Fingers Right
2196,Pushing Two Fingers Away
2200,Swiping Left
2205,Pulling Two Fingers In
2206,Swiping Down
2208,Swiping Up
2209,Sliding Two Fingers Down
2212,Pulling Hand In
2214,Stop Sign
2215,Pulling Hand In
2217,Swiping Down
2219,Zooming Out With Full Hand
2220,Zooming In With Two Fingers
2224,Rolling Hand Backward
2225,Pulling Two Fingers In
2228,Swiping Down
2231,Rolling Hand Forward
2235,Stop Sign
2237,Sliding Two Fingers Right
2239,Pulling Hand In
2241,Turning Hand Clockwise
2243,Pushing Hand Away
2244,Swiping Down
2253,Rolling Hand Backward
2259,No gesture
2266,Rolling Hand Backward
2267,Sliding Two Fingers Up
2268,Swiping Down
2271,Zooming In With Two Fingers
2272,Zooming In With Two Fingers
2273,Doing other things
2276,Doing other things
2278,Pushing Hand Away
2279,Sliding Two Fingers Up
2281,Doing other things
2284,Turning Hand Counterclockwise
2285,Pulling Hand In
2287,Thumb Up
2288,Zooming In With Full Hand
2290,Sliding Two Fingers Down
2293,Zooming Out With Full Hand
2296,Swiping Up
2297,Turning Hand Clockwise
2300,Stop Sign
2301,No gesture
2302,Drumming Fingers
2305,Pulling Hand In
2306,Pushing Two Fingers Away
2307,Swiping Right
2309,Rolling Hand Forward
2310,Zooming In With Two Fingers
2313,Sliding Two Fingers Left
2316,Zooming In With Full Hand
2323,Swiping Up
2329,Pushing Hand Away
2332,Zooming Out With Two Fingers
2335,Rolling Hand Backward
2336,Thumb Down
2338,Sliding Two Fingers Down
2340,Stop Sign
2343,Thumb Down
2344,Pushing Two Fingers Away
2345,Swiping Right
2349,Swiping Left
2350,Rolling Hand Forward
2352,Turning Hand Counterclockwise
2360,Sliding Two Fingers Left
2362,Doing other things
2366,Rolling Hand Forward
2367,Pulling Two Fingers In
2370,Pushing Hand Away
2371,Thumb Up
2372,Rolling Hand Backward
2374,Thumb Up
2375,Sliding Two Fingers Left
2380,Swiping Down
2381,Swiping Left
2385,Sliding Two Fingers Left
2388,Thumb Up
2400,Pulling Hand In
2401,Turning Hand Clockwise
2407,Zooming Out With Two Fingers
2409,Zooming Out With Two Fingers
2413,Shaking Hand
2417,Turning Hand Clockwise
2419,Sliding Two Fingers Up
2423,Pulling Hand In
2425,Zooming In With Two Fingers
2427,Shaking Hand
2431,Thumb Up
2432,Pulling Two Fingers In
2435,Zooming Out With Full Hand
2438,Swiping Up
2439,Stop Sign
2442,Zooming Out With Full Hand
2447,Rolling Hand Backward
2451,Thumb Up
2460,Swiping Left
2461,Pulling Hand In
2467,Zooming In With Two Fingers
2471,Pulling Two Fingers In
2473,Thumb Down
2477,Zooming In With Full Hand
2481,Doing other things
2482,Pulling Two Fingers In
2484,Zooming Out With Two Fingers
2485,Shaking Hand
2487,Swiping Right
2489,Doing other things
2490,Swiping Left
2494,Thumb Up
2496,Turning Hand Counterclockwise
2499,Thumb Down
2502,Zooming In With Two Fingers
2503,Turning Hand Counterclockwise
2504,Swiping Up
2505,Pulling Two Fingers In
2507,Swiping Left
2509,Pushing Hand Away
2516,Zooming In With Two Fingers
2521,Stop Sign
2523,Pulling Two Fingers In
2524,Pulling Two Fingers In
2528,Rolling Hand Backward
2529,Doing other things
2530,Thumb Down
2531,Drumming Fingers
2533,Shaking Hand
2534,Pulling Two Fingers In
2538,Doing other things
2540,Swiping Left
2541,Sliding Two Fingers Down
2547,Pushing Hand Away
2555,Drumming Fingers
2556,Stop Sign
2557,Swiping Right
2559,Swiping Right
2560,Stop Sign
2561,Rolling Hand Forward
2562,Rolling Hand Forward
2566,Drumming Fingers
2573,Pushing Hand Away
2577,Thumb Down
2578,Sliding Two Fingers Up
2585,Doing other things
2586,Pushing Two Fingers Away
2589,Zooming In With Two Fingers
2591,Pulling Hand In
2593,Pulling Two Fingers In
2594,Thumb Down
2599,Sliding Two Fingers Up
2607,Doing other things
2609,Pulling Hand In
2612,Sliding Two Fingers Left
2613,Sliding Two Fingers Right
2616,Rolling Hand Forward
2617,Sliding Two Fingers Right
2618,Doing other things
2620,Sliding Two Fingers Up
2621,Turning Hand Counterclockwise
2625,Swiping Up
2629,Zooming In With Full Hand
2630,Sliding Two Fingers Left
2631,Thumb Up
2632,Swiping Left
2634,Rolling Hand Forward
2636,Rolling Hand Forward
2642,Swiping Up
2645,Zooming Out With Two Fingers
2647,Swiping Up
2650,Sliding Two Fingers Up
2654,Thumb Up
2660,Swiping Left
2662,Swiping Down
2663,Doing other things
2666,Pulling Hand In
2670,Swiping Down
2671,Thumb Up
2673,Zooming Out With Two Fingers
2676,Zooming Out With Full Hand
2683,Swiping Right
2685,Zooming Out With Full Hand
2689,Pulling Two Fingers In
2693,Rolling Hand Backward
2695,Zooming Out With Full Hand
2697,Shaking Hand
2701,Zooming Out With Two Fingers
2702,Shaking Hand
2709,Stop Sign
2717,Doing other things
2718,Sliding Two Fingers Right
2725,Doing other things
2729,No gesture
2730,Rolling Hand Backward
2731,Rolling Hand Forward
2733,Pushing Hand Away
2740,Rolling Hand Forward
2741,Pulling Two Fingers In
2745,Thumb Up
2748,Stop Sign
2751,Swiping Left
2753,Doing other things
2758,Shaking Hand
2759,Turning Hand Counterclockwise
2760,Zooming In With Full Hand
2761,Pulling Two Fingers In
2763,Zooming Out With Full Hand
2766,Swiping Up
2767,Zooming Out With Two Fingers
2769,Swiping Left
2774,Sliding Two Fingers Right
2775,Drumming Fingers
2776,Drumming Fingers
2778,Rolling Hand Forward
2782,Pushing Hand Away
2787,Pulling Two Fingers In
2788,Pushing Two Fingers Away
2790,No gesture
2793,No gesture
2799,Doing other things
2800,Pulling Hand In
2801,Swiping Up
2803,Swiping Left
2804,Pushing Hand Away
2810,Turning Hand Counterclockwise
2823,Swiping Right
2827,Zooming Out With Full Hand
2830,Thumb Down
2833,Swiping Down
2834,Drumming Fingers
2841,Doing other things
2847,Sliding Two Fingers Up
2850,No gesture
2852,Pulling Two Fingers In
2853,Swiping Down
2855,Doing other things
2856,Zooming Out With Two Fingers
2857,Thumb Up
2862,Swiping Down
2863,Drumming Fingers
2871,Thumb Up
2875,Pulling Hand In
2882,Doing other things
2883,Sliding Two Fingers Left
2887,Zooming Out With Full Hand
2888,Zooming In With Full Hand
2893,Sliding Two Fingers Down
2897,Sliding Two Fingers Down
2898,Doing other things
2900,Zooming Out With Full Hand
2901,Pulling Hand In
2902,Pushing Hand Away
2903,Pushing Hand Away
2906,Thumb Up
2908,Shaking Hand
2912,Zooming Out With Two Fingers
2913,Sliding Two Fingers Up
2917,Swiping Down
2923,No gesture
2927,Stop Sign
2930,Thumb Down
2934,Stop Sign
2938,Sliding Two Fingers Right
2943,Drumming Fingers
2945,Zooming Out With Full Hand
2947,Sliding Two Fingers Left
2950,Swiping Right
2951,Stop Sign
2952,Zooming Out With Two Fingers
2953,Pulling Hand In
2955,Pulling Hand In
2959,Turning Hand Clockwise
2960,Turning Hand Counterclockwise
2962,Turning Hand Clockwise
2964,Swiping Left
2970,Pushing Hand Away
2973,Zooming In With Two Fingers
2975,Pushing Two Fingers Away
2980,No gesture
2983,Rolling Hand Backward
2991,Swiping Left
2992,Swiping Down
2993,Doing other things
3002,Thumb Down
3004,Zooming In With Two Fingers
3007,Thumb Down
3009,Sliding Two Fingers Right
3015,Rolling Hand Backward
3020,Thumb Up
3021,Stop Sign
3023,Turning Hand Clockwise
3028,Doing other things
3031,Zooming Out With Full Hand
3033,Sliding Two Fingers Up
3035,Sliding Two Fingers Up
3042,Sliding Two Fingers Up
3050,Zooming In With Two Fingers
3054,Rolling Hand Forward
3055,Zooming In With Two Fingers
3057,Zooming In With Full Hand
3059,Sliding Two Fingers Right
3062,Sliding Two Fingers Up
3064,Rolling Hand Backward
3065,Swiping Up
3066,Zooming Out With Two Fingers
3074,Doing other things
3075,Sliding Two Fingers Up
3082,Doing other things
3085,Doing other things
3091,Doing other things
3092,Stop Sign
3093,Sliding Two Fingers Left
3100,Rolling Hand Forward
3106,Doing other things
3107,Zooming Out With Full Hand
3113,Pulling Hand In
3117,Zooming In With Two Fingers
3119,Sliding Two Fingers Right
3121,Swiping Left
3126,Sliding Two Fingers Left
3127,Rolling Hand Forward
3130,Thumb Down
3131,Thumb Down
3133,Swiping Left
3135,Turning Hand Clockwise
3137,Sliding Two Fingers Down
3142,Sliding Two Fingers Left
3143,Turning Hand Clockwise
3146,Turning Hand Counterclockwise
3150,Swiping Left
3153,Doing other things
3154,Thumb Up
3155,Zooming In With Full Hand
3157,Shaking Hand
3161,Shaking Hand
3168,Sliding Two Fingers Down
3171,Zooming Out With Two Fingers
3173,Shaking Hand
3174,Stop Sign
3179,Swiping Left
3180,Thumb Down
3183,Rolling Hand Backward
3192,Sliding Two Fingers Left
3196,Swiping Left
3197,No gesture
3198,Pulling Hand In
